Environment Id,Observation Space,Action Space,Reward Range,tStepL,Trials,rThresh,Action Meanings
flashgames.BubbleRubbleTheIsland-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b77f0>,"(-inf, inf)",20000,100,None,N/A
flashgames.FormulaRacerLvl2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f048>,"(-inf, inf)",20000,100,None,N/A
gym-core.AsterixNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6775c0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6779e8>,"(-inf, inf)",400000,100,None,N/A
gym-core.PhoenixSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7e48>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b79b0>,"(-inf, inf)",100000,100,None,N/A
flashgames.AmigoPancho3SheriffSancho-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd588>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd828>,"(-inf, inf)",20000,100,None,N/A
wob.mini.CountShape-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705e10>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6be0>,"(-inf, inf)",10000000,100,None,N/A
flashgames.PowerCopter-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7a90>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7908>,"(-inf, inf)",20000,100,None,N/A
gym-core.RiverraidNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661fd0>,"(-inf, inf)",400000,100,None,N/A
gym-core.Assault30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7a90>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b70b8>,"(-inf, inf)",100000,100,None,N/A
gym-core.CrazyClimber-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb2e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6774a8>,"(-inf, inf)",100000,100,None,N/A
flashgames.TouchTheBubbles4-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7a90>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7a20>,"(-inf, inf)",20000,100,None,N/A
flashgames.HandsOff-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fd30>,"(-inf, inf)",20000,100,None,N/A
gym-core.KangarooNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7a90>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74e0>,"(-inf, inf)",400000,100,None,N/A
gym-core.Enduro30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a860>,"(-inf, inf)",100000,100,None,N/A
flashgames.JamesTheSpaceZebra-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6e48>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6470>,"(-inf, inf)",20000,100,None,N/A
gym-core.IceHockeyDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7080>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7a20>,"(-inf, inf)",100000,100,None,N/A
gym-core.JourneyEscapeSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd160>,"(-inf, inf)",100000,100,None,N/A
SemisuperPendulumDecay-v0,"Box(3,)","Box(1,)","(-inf, inf)",200,100,None,[-2.0...2.0]
gym-core.AlienDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7860>,"(-inf, inf)",100000,100,None,N/A
flashgames.PearlBreaking-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b71d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7a90>,"(-inf, inf)",20000,100,None,N/A
flashgames.AmericanRacingLvl17-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f400>,"(-inf, inf)",20000,100,None,N/A
wob.real.Duolingo-French-Basic-1-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661e80>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677358>,"(-inf, inf)",10000000,100,None,N/A
flashgames.WreckRoad-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bbba8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7080>,"(-inf, inf)",20000,100,None,N/A
wob.mini.ClickCollapsible-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b79e8>,"(-inf, inf)",10000000,100,None,N/A
flashgames.GravityThruster-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6f60>,"(-inf, inf)",20000,100,None,N/A
flashgames.DotsRevamped-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7550>,"(-inf, inf)",20000,100,None,N/A
gym-core.Centipede-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661fd0>,"(-inf, inf)",100000,100,None,N/A
flashgames.BikeTrial-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66ac18>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a9e8>,"(-inf, inf)",20000,100,None,N/A
flashgames.HeatRushFutureLvl13-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7080>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b79e8>,"(-inf, inf)",20000,100,None,N/A
wob.mini.TextEditor-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65ffd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677438>,"(-inf, inf)",10000000,100,None,N/A
gym-core.StarGunnerSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b77f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e80>,"(-inf, inf)",100000,100,None,N/A
gym-core.JourneyEscapeSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bbba8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd470>,"(-inf, inf)",100000,100,None,N/A
flashgames.HeavyLegion2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705e80>,"(-inf, inf)",20000,100,None,N/A
gym-core.BankHeistDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6c7978>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7828>,"(-inf, inf)",100000,100,None,N/A
flashgames.Sheepy-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7dd8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7908>,"(-inf, inf)",20000,100,None,N/A
gym-core.Kangaroo-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677da0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677828>,"(-inf, inf)",100000,100,None,N/A
wob.mini.ClickColor-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fba8>,"(-inf, inf)",10000000,100,None,N/A
gym-core.AlienNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661dd8>,"(-inf, inf)",400000,100,None,N/A
flashgames.ParallelLevels-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b74a8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7390>,"(-inf, inf)",20000,100,None,N/A
gym-core.BankHeistNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6e48>,"(-inf, inf)",400000,100,None,N/A
wob.mini.ClickTab2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b74a8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74e0>,"(-inf, inf)",10000000,100,None,N/A
flashgames.ZombieDemolisher3-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7128>,"(-inf, inf)",20000,100,None,N/A
flashgames.NeonRace2Lvl2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b74a8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e80>,"(-inf, inf)",20000,100,None,N/A
flashgames.SpectrumHeist-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bdc18>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bdb38>,"(-inf, inf)",20000,100,None,N/A
gym-core.Berzerk-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7940>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7438>,"(-inf, inf)",100000,100,None,N/A
flashgames.AmigoPancho-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f978>,"(-inf, inf)",20000,100,None,N/A
flashgames.TheBigEscape-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7940>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b74e0>,"(-inf, inf)",20000,100,None,N/A
flashgames.Flagman-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705518>,"(-inf, inf)",20000,100,None,N/A
flashgames.NeonRace2Lvl8-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7940>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7470>,"(-inf, inf)",20000,100,None,N/A
flashgames.CoasterRacer2Lvl8-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661e48>,"(-inf, inf)",20000,100,None,N/A
flashgames.IcyGifts2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6390>,"(-inf, inf)",20000,100,None,N/A
gym-core.BoxingNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705e10>,"(-inf, inf)",400000,100,None,N/A
flashgames.WormHappy-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f60>,"(-inf, inf)",20000,100,None,N/A
flashgames.DumperRush-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b75c0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7550>,"(-inf, inf)",20000,100,None,N/A
flashgames.MatchStars-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c77f0>,"(-inf, inf)",20000,100,None,N/A
flashgames.DaleAndPeakot-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b75c0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7470>,"(-inf, inf)",20000,100,None,N/A
flashgames.GSwitch-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705e80>,"(-inf, inf)",20000,100,None,N/A
gym-core.JamesbondSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a128>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ae10>,"(-inf, inf)",100000,100,None,N/A
gym-core.EnduroDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7278>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7550>,"(-inf, inf)",100000,100,None,N/A
wob.real.Quizlet-Solar-System-Learn-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f98>,"(-inf, inf)",10000000,100,None,N/A
flashgames.SnackOnLittleCreatures-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f9e8>,"(-inf, inf)",20000,100,None,N/A
gym-core.BowlingDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705c88>,"(-inf, inf)",75000,100,None,N/A
flashgames.WastelandSiege-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7400>,"(-inf, inf)",20000,100,None,N/A
flashgames.QuashBoard-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7a20>,"(-inf, inf)",20000,100,None,N/A
flashgames.Colordefense-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ab38>,"(-inf, inf)",20000,100,None,N/A
gym-core.KrullDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7d30>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7780>,"(-inf, inf)",100000,100,None,N/A
gym-core.DemonAttack-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677550>,"(-inf, inf)",100000,100,None,N/A
gym-core.BankHeist30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7d30>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7080>,"(-inf, inf)",100000,100,None,N/A
wob.mini.ScrollText-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f98>,"(-inf, inf)",10000000,100,None,N/A
flashgames.MatchAroundTheWorld-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f7f0>,"(-inf, inf)",20000,100,None,N/A
flashgames.Scribble2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd048>,"(-inf, inf)",20000,100,None,N/A
flashgames.AmericanRacing2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7e10>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7710>,"(-inf, inf)",20000,100,None,N/A
flashgames.FasterMiterMaster-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a358>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66aac8>,"(-inf, inf)",20000,100,None,N/A
gym-core.KrullDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a198>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b78d0>,"(-inf, inf)",100000,100,None,N/A
flashgames.CoasterRacer-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb2e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7ba8>,"(-inf, inf)",20000,100,None,N/A
flashgames.FluffRush-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661e80>,"(-inf, inf)",20000,100,None,N/A
flashgames.3dUrbanMadness-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a0b8>,"(-inf, inf)",20000,100,None,N/A
flashgames.NeonRace2Lvl3-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fba8>,"(-inf, inf)",20000,100,None,N/A
flashgames.WaveLucha-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a4a8>,"(-inf, inf)",20000,100,None,N/A
flashgames.CitySkyTyping-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6b38>,"(-inf, inf)",20000,100,None,N/A
flashgames.BlackAndWhiteEscapeTheOffice-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ab00>,"(-inf, inf)",20000,100,None,N/A
flashgames.Phit-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705dd8>,"(-inf, inf)",20000,100,None,N/A
flashgames.TowerEmpire-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a198>,"(-inf, inf)",20000,100,None,N/A
flashgames.TheTowerman-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b75c0>,"(-inf, inf)",20000,100,None,N/A
flashgames.ExtremeAirWars-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661fd0>,"(-inf, inf)",20000,100,None,N/A
gym-core.FreewayNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a358>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a3c8>,"(-inf, inf)",400000,100,None,N/A
gym-core.DoubleDunkDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705c88>,"(-inf, inf)",75000,100,None,N/A
flashgames.SpacePunkRacerLvl5-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a358>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66aac8>,"(-inf, inf)",20000,100,None,N/A
flashgames.Hearts-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6772b0>,"(-inf, inf)",20000,100,None,N/A
wob.mini.FocusText-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6d30>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6cc0>,"(-inf, inf)",10000000,100,None,N/A
gym-core.IceHockeySlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a080>,"(-inf, inf)",100000,100,None,N/A
wob.MiniWorldOfBits-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd080>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd8d0>,"(-inf, inf)",10000000,100,None,N/A
gym-core.BoxingDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bbba8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f28>,"(-inf, inf)",100000,100,None,N/A
flashgames.Stalingrad2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7780>,"(-inf, inf)",20000,100,None,N/A
gym-core.StarGunnerDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a588>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a828>,"(-inf, inf)",100000,100,None,N/A
flashgames.GalacticGems2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f6a0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65ffd0>,"(-inf, inf)",20000,100,None,N/A
flashgames.EctoHarvest-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a630>,"(-inf, inf)",20000,100,None,N/A
gym-core.IceHockeyDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677518>,"(-inf, inf)",75000,100,None,N/A
flashgames.WishTotems-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bdf98>,"(-inf, inf)",20000,100,None,N/A
flashgames.BaldEagleJigsawPuzzle-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a400>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66aa58>,"(-inf, inf)",20000,100,None,N/A
flashgames.BalloonsPop-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7320>,"(-inf, inf)",20000,100,None,N/A
flashgames.BubbleTub-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66aa90>,"(-inf, inf)",20000,100,None,N/A
flashgames.HeatRushUsaLvl7-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f82b64df6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705e80>,"(-inf, inf)",20000,100,None,N/A
gym-core.BankHeist-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a198>,"(-inf, inf)",100000,100,None,N/A
wob.real.Signup-17-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7f98>,"(-inf, inf)",10000000,100,None,N/A
flashgames.AmericanRacingLvl20-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a128>,"(-inf, inf)",20000,100,None,N/A
flashgames.KartingSuperGo-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6dd8>,"(-inf, inf)",20000,100,None,N/A
flashgames.HeatRushFutureLvl15-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6cf8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ae10>,"(-inf, inf)",20000,100,None,N/A
wob.mini.EnterTextDynamic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bbba8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f208>,"(-inf, inf)",10000000,100,None,N/A
gym-core.AssaultDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65ff98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6a20>,"(-inf, inf)",75000,100,None,N/A
gym-core.MsPacman30FPS-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0d68>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd630>,"(-inf, inf)",100000,100,None,N/A
flashgames.TurboRally-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fdd8>,"(-inf, inf)",20000,100,None,N/A
gym-core.IceHockeyDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f82b64df6d8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7320>,"(-inf, inf)",100000,100,None,N/A
flashgames.GalaxyMission-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6c7588>,"(-inf, inf)",20000,100,None,N/A
flashgames.FormulaRacer2012Lvl6-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fda0>,"(-inf, inf)",20000,100,None,N/A
gym-core.PrivateEyeSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a828>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6978>,"(-inf, inf)",100000,100,None,N/A
flashgames.HappyBallz-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677208>,"(-inf, inf)",20000,100,None,N/A
flashgames.PuddingPie-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fdd8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f0f0>,"(-inf, inf)",20000,100,None,N/A
